movie_id,crew_name,job,department
9515,Richard Shepard,Director,Directing
16151,Sarah Watt,Director,Directing
29595,Robert Greenwald,Director,Directing
9721,Simon Fellows,Director,Directing
20858,Hal Ashby,Director,Directing
35896,King Vidor,Director,Directing
80316,Mark Robson,Director,Directing
23478,Petter Næss,Director,Directing
92272,Don Medford,Director,Directing
84847,Mark Rydell,Director,Directing
43812,Lloyd Bacon,Director,Directing
23606,Takeshi Kitano,Director,Directing
2777,Kim Ki-duk,Director,Directing
25651,Kim Ki-duk,Director,Directing
25651,Ahn Sang-hyeon,Director,Directing
25651,Heo Seong-wook,Director,Directing
25651,Hong Mi-sook,Director,Directing
25650,Kim Ki-duk,Director,Directing
8290,Gérard Oury,Director,Directing
17382,Raoul Walsh,Director,Directing
8053,Tommy Lee Jones,Director,Directing
20003,Joseph L. Mankiewicz,Director,Directing
43350,Charles Walters,Director,Directing
11466,Ulf Malmros,Director,Directing
21040,Anders Nilsson,Director,Directing
13653,Fabián Bielinsky,Director,Directing
36775,Henry Levin,Director,Directing
56373,Tonino Valerii,Director,Directing
612,Steven Spielberg,Director,Directing
9899,Susan Stroman,Director,Directing
546,Duncan Tucker,Director,Directing
2800,Rob Reiner,Director,Directing
9641,Adam Shankman,Director,Directing
7552,Dean Parisot,Director,Directing
9927,Barry W. Blaustein,Director,Directing
9681,Lasse Hallström,Director,Directing
10773,Stephen Frears,Director,Directing
18840,James Ivory,Director,Directing
18189,John Asher,Director,Directing
4495,Víctor Erice,Director,Directing
22014,Mahamat-Saleh Haroun,Director,Directing
18614,Ryszard Bugajski,Director,Directing
22975,Jeff Margolis,Director,Directing
10597,Ed Bye,Director,Directing
88953,Karel Kachyňa,Director,Directing
10809,Andrés Waissbluth,Director,Directing
13925,John Lasseter,Director,Directing
9687,Niall Johnson,Director,Directing
33081,Amol Palekar,Director,Directing
20546,Jack Gold,Director,Directing
20530,Yasujirō Ozu,Director,Directing
9568,Brian Yuzna,Director,Directing
43899,George Cukor,Director,Directing
107667,Fernando León de Aranoa,Director,Directing
18809,Ian Fordyce,Director,Directing
17835,Mick Jackson,Director,Directing
6935,Ariel Zeitoun,Director,Directing
6935,Julien Seri,Director,Directing
20641,Michael Landon Jr.,Director,Directing
154105,Robert Manganelli,Director,Directing
66192,Jim Wheat,Director,Directing
66192,Ken Wheat,Director,Directing
11400,Terrence Malick,Director,Directing
37910,Makoto Shinkai,Director,Directing
90967,Milton Katselas,Director,Directing
13669,Peter Godfrey,Director,Directing
60566,Irving Pichel,Director,Directing
60566,Lansing C. Holden,Director,Directing
30095,Henry Cornelius,Director,Directing
16665,Alexander Mackendrick,Director,Directing
63395,Charles Frend,Director,Directing
43355,William Keighley,Director,Directing
14241,George Pal,Director,Directing
79406,Kihachi Okamoto,Director,Directing
92285,Ján Kadár,Director,Directing
42269,Ettore Scola,Director,Directing
38785,Heidi Ewing,Director,Directing
38785,Rachel Grady,Director,Directing
55544,F.W. Murnau,Director,Directing
4550,Park Chan-wook,Director,Directing
36380,Olaf Lubaszenko,Director,Directing
68646,Juliusz Machulski,Director,Directing
16433,David Caffrey,Director,Directing
30669,Joel Viertel,Director,Directing
78315,Tay Garnett,Director,Directing
44345,Wendy Apple,Director,Directing
46041,Michael Anderson,Director,Directing
21735,Michael Powell,Director,Directing
6934,Darrell James Roodt,Director,Directing
174865,Arthur Hiller,Director,Directing
34081,Matthew Bright,Director,Directing
10045,Pierre Morel,Director,Directing
168705,Uwe Boll,Director,Directing
1690,Eli Roth,Director,Directing
9900,Nicholaus Goossen,Director,Directing
9044,Kevin Reynolds,Director,Directing
9918,James Gartner,Director,Directing
17379,Wayne Wang,Director,Directing
10982,Cory Edwards,Director,Directing
10982,Todd Edwards,Director,Directing
10982,Tony Leech,Director,Directing
25608,Trish Doolan,Director,Directing
834,Len Wiseman,Director,Directing
25890,Albert Brooks,Director,Directing
39345,Sean McNamara,Director,Directing
44940,Cy Endfield,Director,Directing
26782,Sergei Parajanov,Director,Directing
37865,Frank Darabont,Director,Directing
27742,Kiyoshi Kurosawa,Director,Directing
72856,King Vidor,Director,Directing
4772,Roman Polanski,Director,Directing
14226,Zhang Yimou,Director,Directing
14226,Yasuo Furuhata,Director,Directing
2455,François Truffaut,Director,Directing
12701,Hugh Hudson,Director,Directing
21519,Jackie Chan,Director,Directing
27622,George Cukor,Director,Directing
43626,Michael Anderson,Director,Directing
16553,Mark Levin,Director,Directing
25652,Kim Ki-duk,Director,Directing
45802,Jean Renoir,Director,Directing
39788,Juliusz Machulski,Director,Directing
12517,Fabrice Du Welz,Director,Directing
65891,Daniel Haller,Director,Directing
24580,Val Guest,Director,Directing
11246,Rick Bota,Director,Directing
49683,Robert Mulligan,Director,Directing
52728,Noriaki Yuasa,Director,Directing
23957,Jonathan Kaplan,Director,Directing
49653,Boris Khlebnikov,Director,Directing
49653,Aleksei Popogrebsky,Director,Directing
27344,Roger Corman,Director,Directing
7295,J.S. Cardone,Director,Directing
78237,Damián Szifrón,Director,Directing
29952,Carlos Sorin,Director,Directing
28638,Takashi Miike,Director,Directing
14942,Breck Eisner,Director,Directing
7509,Deepa Mehta,Director,Directing
24269,Allan Arkush,Director,Directing
2117,Marc Rothemund,Director,Directing
47250,George W. Hill,Director,Directing
36768,Ere Kokkonen,Director,Directing
29040,Aleksi Mäkelä,Director,Directing
9912,Roger Donaldson,Director,Directing
24163,Wong Kar-wai,Director,Directing
1969,Joachim Rønning,Director,Directing
1969,Espen Sandberg,Director,Directing
31858,Alan Clarke,Director,Directing
8435,Michael Winterbottom,Director,Directing
34187,Frank Capra,Director,Directing
12116,Éric Rohmer,Director,Directing
53367,Richard Schickel,Director,Directing
38349,Daniel MacIvor,Director,Directing
124484,Kazuyoshi Okuyama,Director,Directing
124484,Rintaro Mayuzumi,Director,Directing
45759,John Gray,Director,Directing
11183,Patrice Leconte,Director,Directing
13275,Justin Lin,Director,Directing
11565,John Whitesell,Director,Directing
11283,Kirk Jones,Director,Directing
97936,Robert Ellis Miller,Director,Directing
19416,Amanda Micheli,Director,Directing
17,John Fawcett,Director,Directing
27568,Ray Milland,Director,Directing
27629,Frank Capra,Director,Directing
45726,Andrew L. Stone,Director,Directing
33117,David Butler,Director,Directing
108994,Victor Saville,Director,Directing
54227,Byron Paul,Director,Directing
25167,George Sidney,Director,Directing
16452,Michael Blieden,Director,Directing
61105,Joseph L. Mankiewicz,Director,Directing
31894,Robert Markowitz,Director,Directing
9286,James Wong,Director,Directing
86168,Ronald Neame,Director,Directing
15363,Sanaa Hamri,Director,Directing
30712,Yves Simoneau,Director,Directing
31416,Victor Sjöström,Director,Directing
292,Michel Gondry,Director,Directing
37631,Mervyn LeRoy,Director,Directing
77291,Carlos Diegues,Director,Directing
196918,Paule Baillargeon,Director,Directing
1544,Ol Parker,Director,Directing
1651,François Truffaut,Director,Directing
33095,Cédric Klapisch,Director,Directing
33799,Nicole Garcia,Director,Directing
42328,Edward Dmytryk,Director,Directing
31432,Rex Ingram,Director,Directing
61559,Ruba Nadda,Director,Directing
20981,Andrew Leman,Director,Directing
12096,Shawn Levy,Director,Directing
33061,John Carl Buechler,Director,Directing
5145,Nick Love,Director,Directing
9975,Matthew O'Callaghan,Director,Directing
9754,Richard Loncraine,Director,Directing
36495,Preston Sturges,Director,Directing
52612,Albert Dupontel,Director,Directing
23965,Werner Herzog,Director,Directing
29269,Jun Ichikawa,Director,Directing
10053,Simon West,Director,Directing
10263,Jeremy Haft,Director,Directing
7515,Hunter Richards,Director,Directing
15675,Jonathan Demme,Director,Directing
9959,Joe Roth,Director,Directing
14256,Adam Rapp,Director,Directing
9036,Frank Marshall,Director,Directing
10073,Jason Friedberg,Director,Directing
10073,Aaron Seltzer,Director,Directing
7304,Wayne Kramer,Director,Directing
16781,Tyler Perry,Director,Directing
24432,Frank Passingham,Director,Directing
24432,Dave Borthwick,Director,Directing
24432,Jean Duval,Director,Directing
9920,Kurt Wimmer,Director,Directing
10025,Donald Petrie,Director,Directing
9682,Jim Sonzero,Director,Directing
17700,Howard Hall,Director,Directing
2207,Richard Donner,Director,Directing
14086,Silvio Soldini,Director,Directing
14887,Richard Sears,Director,Directing
44435,Dario Argento,Director,Directing
18747,Johnnie To,Director,Directing
9756,Craig Rosenberg,Director,Directing
34581,Kirby Dick,Director,Directing
6877,Tom Dey,Director,Directing
14609,Curt Geda,Director,Directing
14609,Steven E. Gordon,Director,Directing
14609,Bob Richardson,Director,Directing
950,Carlos Saldanha,Director,Directing
10912,Delbert Mann,Director,Directing
9968,Mark Mylod,Director,Directing
4173,Roberto Rossellini,Director,Directing
43386,Michael Gordon,Director,Directing
10116,Ten Shimoyama,Director,Directing
113479,Jean-Luc Godard,Director,Directing
18493,Ron Fricke,Director,Directing
16791,John Stephenson,Director,Directing
7483,Amos Gitai,Director,Directing
20442,Anthony Mann,Director,Directing
15590,Catherine Cyran,Director,Directing
1967,Robert Towne,Director,Directing
752,James McTeigue,Director,Directing
9655,Andy Fickman,Director,Directing
9388,Jason Reitman,Director,Directing
9950,Sidney Lumet,Director,Directing
388,Spike Lee,Director,Directing
868,Gavin Hood,Director,Directing
14191,Elizabeth Allen Rosenbaum,Director,Directing
25874,Jack Smight,Director,Directing
18009,Rodman Flender,Director,Directing
19286,Brian Trenchard-Smith,Director,Directing
19287,Brian Trenchard-Smith,Director,Directing
18011,Rob Spera,Director,Directing
114875,Delbert Mann,Director,Directing
49781,Michelangelo Antonioni,Director,Directing
9648,Mark Joffe,Director,Directing
1379,Aki Kaurismäki,Director,Directing
62719,Matti Grönberg,Director,Directing
29481,Boris Ingster,Director,Directing
9792,Alexandre Aja,Director,Directing
10067,Brian Robbins,Director,Directing
55676,Martin Scorsese,Director,Directing
55676,Michael Henry Wilson,Director,Directing
11573,Bud Yorkin,Director,Directing
46828,Blake Edwards,Director,Directing
35555,Rupert Murray,Director,Directing
582,Florian Henckel von Donnersmarck,Director,Directing
52885,Miklós Jancsó,Director,Directing
42120,Ringo Lam,Director,Directing
88811,Hou Hsiao-hsien,Director,Directing
669,Robert J. Flaherty,Director,Directing
49361,Lucio Fulci,Director,Directing
98864,Daniel Petrie,Director,Directing
37939,Seijun Suzuki,Director,Directing
32052,Ted Post,Director,Directing
34732,Gordon Douglas,Director,Directing
12763,Liz Friedlander,Director,Directing
56935,Claude Goretta,Director,Directing
13222,Jeff Feuerzeig,Director,Directing
42112,Robert Bresson,Director,Directing
48764,Robert Bresson,Director,Directing
1561,Robert Bresson,Director,Directing
31289,Nanni Moretti,Director,Directing
186,Paul McGuigan,Director,Directing
8410,Werner Herzog,Director,Directing
51311,Werner Herzog,Director,Directing
21843,Kim Finn,Director,Directing
219,Pedro Almodóvar,Director,Directing
65873,Todd Williams,Director,Directing
13751,Doug Atchison,Director,Directing
52345,Guel Arraes,Director,Directing
53961,Laís Bodanzky,Director,Directing
10292,Mary Lambert,Director,Directing
15639,Trent Cooper,Director,Directing
10069,William Brent Bell,Director,Directing
43887,George Stevens,Director,Directing
3093,Michael Caton-Jones,Director,Directing
9270,Rian Johnson,Director,Directing
11291,Olle Hellbom,Director,Directing
28349,Dave Parker,Director,Directing
10177,Jake West,Director,Directing
12591,David Steiman,Director,Directing
18045,Paul Fox,Director,Directing
16070,Kirby Dick,Director,Directing
11348,Jaume Balagueró,Director,Directing
13960,Christian Robinson,Director,Directing
41263,Charles Braverman,Director,Directing
9035,James Gunn,Director,Directing
9957,Dennis Dugan,Director,Directing
30139,Nnegest Likké,Director,Directing
9389,Christian Volckman,Director,Directing
460,Dani Levy,Director,Directing
28752,Terence Fisher,Director,Directing
19059,Charley Stadler,Director,Directing
8998,Nicole Holofcener,Director,Directing
44947,Gérard Corbiau,Director,Directing
13468,Lodge Kerrigan,Director,Directing
20521,Andy Fickman,Director,Directing
25428,Adam Goldberg,Director,Directing
53296,Dome Karukoski,Director,Directing
79363,John Parker,Director,Directing
34193,Richard Attenborough,Director,Directing
4441,Neil Armfield,Director,Directing
84954,G.W. Pabst,Director,Directing
11490,Luc Dardenne,Director,Directing
11490,Jean-Pierre Dardenne,Director,Directing
11304,James Hanlon,Director,Directing
11304,Rob Klug,Director,Directing
11304,Gedeon Naudet,Director,Directing
11304,Jules Naudet,Director,Directing
55368,Louis Malle,Director,Directing
18276,Wil Shriner,Director,Directing
26514,Norman Tokar,Director,Directing
4257,David Zucker,Director,Directing
2652,David Slade,Director,Directing
19592,Alex Turner,Director,Directing
1629,Jean-Luc Godard,Director,Directing
17111,Banjong Pisanthanakun,Director,Directing
17111,Parkpoom Wongpoom,Director,Directing
9526,Robert Altman,Director,Directing
19126,Mark Rydell,Director,Directing
80556,Satyajit Ray,Director,Directing
39045,Hal Sutherland,Director,Directing
27201,Matthew Robbins,Director,Directing
5820,Clark Johnson,Director,Directing
19661,Edward Dmytryk,Director,Directing
41338,Im Sang-soo,Director,Directing
9904,Steve 'Spaz' Williams,Director,Directing
50724,Ricardo de Montreuil,Director,Directing
588,Christophe Gans,Director,Directing
17247,Carlos Reygadas,Director,Directing
9310,Paul Weitz,Director,Directing
48369,Marcel Carné,Director,Directing
18858,Ann Turner,Director,Directing
35545,George Fitzmaurice,Director,Directing
1557,Hans-Christian Schmid,Director,Directing
16367,Julian Jarrold,Director,Directing
17131,Stuart Heisler,Director,Directing
8982,Prachya Pinkaew,Director,Directing
956,J.J. Abrams,Director,Directing
36253,Tsai Ming-liang,Director,Directing
31506,Fritz Lang,Director,Directing
42512,Fritz Lang,Director,Directing
1416,Kim Ki-duk,Director,Directing
9530,Barry Sonnenfeld,Director,Directing
9829,Paul Greengrass,Director,Directing
10115,Jessica Bendinger,Director,Directing
560,Fritz Lang,Director,Directing
5717,Ramin Bahrani,Director,Directing
41292,Jia Zhangke,Director,Directing
14384,Ralph Nelson,Director,Directing
28432,Lloyd Bacon,Director,Directing
19719,Jenna Fischer,Director,Directing
19719,Ryan Bergmann,Director,Directing
19719,Andrew J. Stratmann,Director,Directing
10008,Courtney Solomon,Director,Directing
7870,David Jacobson,Director,Directing
34019,Yôji Yamada,Director,Directing
7518,Karey Kirkpatrick,Director,Directing
7518,Tim Johnson,Director,Directing
9786,Terry Zwigoff,Director,Directing
503,Wolfgang Petersen,Director,Directing
591,Ron Howard,Director,Directing
36668,Brett Ratner,Director,Directing
9767,Peyton Reed,Director,Directing
13689,Victor Salva,Director,Directing
18164,Michael Cuesta,Director,Directing
15013,Richard E. Grant,Director,Directing
21014,Scott Marshall,Director,Directing
920,John Lasseter,Director,Directing
920,Joe Ranft,Director,Directing
18484,Larry Clark,Director,Directing
9700,Andy García,Director,Directing
14167,Matthew Cole Weiss,Director,Directing
12261,Michael Bregman,Director,Directing
59892,Jan Švankmajer,Director,Directing
15264,Edwin L. Marin,Director,Directing
20330,Fritz Lang,Director,Directing
44126,Enzo G. Castellari,Director,Directing
44126,Luigi Cozzi,Director,Directing
55418,Rauni Mollberg,Director,Directing
101908,Wang Xiaoshuai,Director,Directing
12766,Robert Aldrich,Director,Directing
15402,Mary Harron,Director,Directing
26116,Dolph Lundgren,Director,Directing
32446,Bill Sherwood,Director,Directing
80919,Michael Hoffman,Director,Directing
15366,Aric Avelino,Director,Directing
53905,Randall Miller,Director,Directing
38344,Gaby Dellal,Director,Directing
806,John Moore,Director,Directing
20021,James Marsh,Director,Directing
9353,Jared Hess,Director,Directing
2044,Alejandro Agresti,Director,Directing
9339,Frank Coraci,Director,Directing
20945,Mark Robson,Director,Directing
122271,Mike Leigh,Director,Directing
50254,Peter Watkins,Director,Directing
28249,Wallace Worsley,Director,Directing
350,David Frankel,Director,Directing
58,Gore Verbinski,Director,Directing
1819,Anthony Russo,Director,Directing
1819,Joe Russo,Director,Directing
2295,Kevin Smith,Director,Directing
9697,M. Night Shyamalan,Director,Directing
4474,Ivan Reitman,Director,Directing
43240,Joseph Pevney,Director,Directing
30022,Charles David,Director,Directing
28673,Mario Caiano,Director,Directing
20556,Michael Lindsay-Hogg,Director,Directing
4962,Otar Iosseliani,Director,Directing
10007,Gregory Dark,Director,Directing
1887,Sofia Coppola,Director,Directing
1841,Robert Montgomery,Director,Directing
71762,Aleksey German,Director,Directing
13508,Chris Paine,Director,Directing
1611,Sönke Wortmann,Director,Directing
48693,Jean Eustache,Director,Directing
1781,Davis Guggenheim,Director,Directing
43155,Victor Fleming,Director,Directing
16270,Bryan Gordon,Director,Directing
8997,Claudio Fäh,Director,Directing
42003,Taylor Hackford,Director,Directing
63100,Richard Rush,Director,Directing
18404,Martin Guigui,Director,Directing
51571,Dudley Nichols,Director,Directing
16074,Lu Chuan,Director,Directing
10947,Kenny Ortega,Director,Directing
71769,Roger Spottiswoode,Director,Directing
34787,Matthew Barney,Director,Directing
29138,Fatih Akin,Director,Directing
17628,Caveh Zahedi,Director,Directing
8443,Sérgio Machado,Director,Directing
18553,Paul Schrader,Director,Directing
26567,Joseph Castelo,Director,Directing
34186,Costa-Gavras,Director,Directing
17021,Craig Chester,Director,Directing
53231,Sam Wood,Director,Directing
22747,Gary Sinyor,Director,Directing
27320,Michael Cooney,Director,Directing
17741,Stephen Woolley,Director,Directing
25563,Michael Curtiz,Director,Directing
25563,Lloyd Bacon,Director,Directing
146322,Steven Hilliard Stern,Director,Directing
43147,Roy Del Ruth,Director,Directing
7549,Ronny Yu,Director,Directing
151590,Robert Z. Leonard,Director,Directing
41796,Atom Egoyan,Director,Directing
9615,Justin Lin,Director,Directing
9513,Tim Hill,Director,Directing
20604,Sam Dunn,Director,Directing
20604,Scot McFadyen,Director,Directing
20604,Jessica Joy Wise,Director,Directing
410,Andreas Dresen,Director,Directing
31692,Howard Franklin,Director,Directing
25509,Robert Z. Leonard,Director,Directing
31998,Harold S. Bucquet,Director,Directing
9917,Vondie Curtis-Hall,Director,Directing
10770,Michele Lupo,Director,Directing
4375,Terence Young,Director,Directing
8008,Alison Murray,Director,Directing
60269,Philippe Mora,Director,Directing
51303,Buster Keaton,Director,Directing
51303,Edward Sedgwick,Director,Directing
1452,Bryan Singer,Director,Directing
43654,Derek Jarman,Director,Directing
7872,Michael Winterbottom,Director,Directing
7872,Mat Whitecross,Director,Directing
57406,Lian Lunson,Director,Directing
18191,Stuart Gordon,Director,Directing
14474,Billy Kent,Director,Directing
773,Jonathan Dayton,Director,Directing
773,Valerie Faris,Director,Directing
16429,Keith Fulton,Director,Directing
16429,Louis Pepe,Director,Directing
19999,Bob Hercules,Director,Directing
19999,Cheri Pugh,Director,Directing
126090,Pjer Žalica,Director,Directing
36576,Blake Edwards,Director,Directing
33005,J.T. Petty,Director,Directing
36762,John Fasano,Director,Directing
19676,John Hazlett,Director,Directing
10308,Rainer Werner Fassbinder,Director,Directing
10308,Michael Fengler,Director,Directing
34380,Jem Cohen,Director,Directing
19972,Rudolph Maté,Director,Directing
21631,Carol Reed,Director,Directing
35955,Anthony Mann,Director,Directing
41214,Nicholas Ray,Director,Directing
1164,Alejandro González Iñárritu,Director,Directing
71282,Tay Garnett,Director,Directing
72881,John Frankenheimer,Director,Directing
9520,Richard Claus,Director,Directing
42839,Frank Tashlin,Director,Directing
32740,Rakesh Roshan,Director,Directing
13141,Paul Dinello,Director,Directing
31915,John Frankenheimer,Director,Directing
45817,John Huston,Director,Directing
43838,John Ford,Director,Directing
31463,Philip Chidel,Director,Directing
39083,John Woo,Director,Directing
11554,Hou Hsiao-hsien,Director,Directing
25305,Charles Bail,Director,Directing
35199,Patrick Creadon,Director,Directing
15383,Jean-Pierre Melville,Director,Directing
47850,Federico Fellini,Director,Directing
9072,Keenen Ivory Wayans,Director,Directing
43903,Ray Enright,Director,Directing
43903,Busby Berkeley,Director,Directing
43600,Robert Z. Leonard,Director,Directing
73907,Robert Parrish,Director,Directing
27716,Ralph Bakshi,Director,Directing
54111,Min Kyu-dong,Director,Directing
54111,Kim Tae-yong,Director,Directing
9727,Andy Cheng,Director,Directing
14120,Jim Hanon,Director,Directing
76344,Robert Wise,Director,Directing
42636,Gordon Douglas,Director,Directing
9297,Gil Kenan,Director,Directing
26826,Petr Zelenka,Director,Directing
81312,Ryszard Zatorski,Director,Directing
5070,Bertrand Blier,Director,Directing
13802,Brian W. Cook,Director,Directing
43778,Tomás Gutiérrez Alea,Director,Directing
326,David R. Ellis,Director,Directing
512,Woody Allen,Director,Directing
9718,Adam McKay,Director,Directing
1593,Shawn Levy,Director,Directing
1852,Oliver Stone,Director,Directing
1262,Marc Forster,Director,Directing
43610,Tay Garnett,Director,Directing
126781,Daniel Mann,Director,Directing
47758,William Wyler,Director,Directing
13338,Chris Graham,Director,Directing
82,Michael Mann,Director,Directing
14963,Edward Burns,Director,Directing
9921,Lee Daniels,Director,Directing
36342,William Keighley,Director,Directing
51043,John Henderson,Director,Directing
24164,Marco Bellocchio,Director,Directing
1986,Radu Mihaileanu,Director,Directing
31152,Nicholas Ray,Director,Directing
31152,Ida Lupino,Director,Directing
1402,Gabriele Muccino,Director,Directing
2805,Wisit Sasanatieng,Director,Directing
9293,Betty Thomas,Director,Directing
9906,John A. Davis,Director,Directing
84956,Arthur Robison,Director,Directing
35075,Carl Theodor Dreyer,Director,Directing
55587,Carl Theodor Dreyer,Director,Directing
43597,Roy Del Ruth,Director,Directing
47880,Dan Ireland,Director,Directing
31032,Cristi Puiu,Director,Directing
51857,Carlos Saura,Director,Directing
42479,David Weisman,Director,Directing
42479,John Palmer,Director,Directing
145899,Matti Kassila,Director,Directing
43542,Joseph Anthony,Director,Directing
1948,Brian Taylor,Director,Directing
1948,Mark Neveldine,Director,Directing
148,Isabel Coixet,Director,Directing
9951,Jarno Laasala,Director,Directing
77221,Jean-Jacques Annaud,Director,Directing
77250,John Ford,Director,Directing
52452,Mark Hammond,Director,Directing
31979,Sean Stanek,Director,Directing
5289,Tony Giglio,Director,Directing
9782,Patrick Stettner,Director,Directing
9907,Steve Oedekerk,Director,Directing
42501,Louis Malle,Director,Directing
27203,Irving Pichel,Director,Directing
63618,Edward Dmytryk,Director,Directing
35921,Richard Fleischer,Director,Directing
15696,Emeric Pressburger,Director,Directing
15696,Michael Powell,Director,Directing
19017,John Hough,Director,Directing
42756,Ben Hecht,Director,Directing
42756,Lee Garmes,Director,Directing
37929,Arch Nicholson,Director,Directing
9762,Anne Fletcher,Director,Directing
14113,Peter Hewitt,Director,Directing
15049,Erik Canuel,Director,Directing
86604,Garson Kanin,Director,Directing
21712,Masaaki Yuasa,Director,Directing
15414,Robert Edwards,Director,Directing
7859,Ryan Fleck,Director,Directing
16998,Emmanuel Carrère,Director,Directing
25645,Yuen Woo-ping,Director,Directing
58311,Johnnie To,Director,Directing
58311,Ching Siu-Tung,Director,Directing
18672,Ching Siu-Tung,Director,Directing
39776,Tsui Hark,Director,Directing
11559,Terry Gilliam,Director,Directing
31513,Charles Walters,Director,Directing
10348,Gordon Chan,Director,Directing
26718,William Keighley,Director,Directing
1023,Anders Thomas Jensen,Director,Directing
59964,Vincente Minnelli,Director,Directing
59964,Busby Berkeley,Director,Directing
71436,Henry King,Director,Directing
2168,Murali K. Thalluri,Director,Directing
10118,Martha Coolidge,Director,Directing
9788,Steve Pink,Director,Directing
14174,Clément Virgo,Director,Directing
11689,Enzo Barboni,Director,Directing
39797,Clas Lindberg,Director,Directing
39749,Peter Dalle,Director,Directing
14893,Hella Joof,Director,Directing
33813,Robert Wise,Director,Directing
1540,Laurent Cantet,Director,Directing
26502,Budd Boetticher,Director,Directing
57840,David Butler,Director,Directing
1491,Neil Burger,Director,Directing
34233,Vincent Sherman,Director,Directing
33792,Frank Capra,Director,Directing
51601,Lloyd Bacon,Director,Directing
1165,Stephen Frears,Director,Directing
7291,Olivier Marchal,Director,Directing
9988,Jay Chandrasekhar,Director,Directing
24115,Bob Dolman,Director,Directing
11652,Ericson Core,Director,Directing
13816,Bryan Barber,Director,Directing
34006,Lloyd Bacon,Director,Directing
22238,Eran Riklis,Director,Directing
4913,Jeff Stanzler,Director,Directing
63848,Richard Lester,Director,Directing
43006,Jack Cardiff,Director,Directing
19072,David Lean,Director,Directing
44892,James Parrott,Director,Directing
15265,Albert Lamorisse,Director,Directing
25599,James W. Horne,Director,Directing
11227,Luc Besson,Director,Directing
29589,Sidney Gilliat,Director,Directing
33810,Alfred J. Goulding,Director,Directing
43841,John G. Blystone,Director,Directing
41937,Maurizio Nichetti,Director,Directing
64499,Richard Glatzer,Director,Directing
64499,Wash Westmoreland,Director,Directing
24055,Jay Duplass,Director,Directing
24055,Mark Duplass,Director,Directing
14597,Charles Sturridge,Director,Directing
40769,Andrew Bujalski,Director,Directing
9708,Neil LaBute,Director,Directing
14351,Preston A. Whitmore II,Director,Directing
9813,Jamie Babbit,Director,Directing
27453,Sydney Pollack,Director,Directing
39382,Douglas Camfield,Director,Directing
271,Tage Danielsson,Director,Directing
35327,Jonas Frick,Director,Directing
49940,Daniel Lind Lagerlöf,Director,Directing
22471,Peter Dalle,Director,Directing
1116,Ken Loach,Director,Directing
29966,Robert Wise,Director,Directing
43231,Luchino Visconti,Director,Directing
41508,Lajos Koltai,Director,Directing
61564,Henry King,Director,Directing
50070,Cecil B. DeMille,Director,Directing
37628,Luis Buñuel,Director,Directing
55343,Stuart Cooper,Director,Directing
5072,Christopher Smith,Director,Directing
2566,François Ozon,Director,Directing
1249,Allen Coulter,Director,Directing
9954,Renny Harlin,Director,Directing
43829,Henry King,Director,Directing
171771,Jimmy Larouche,Director,Directing
7511,Tony Goldwyn,Director,Directing
32687,Patrice Chéreau,Director,Directing
14057,Bart Freundlich,Director,Directing
13075,Laurie Collyer,Director,Directing
24916,Wilson Yip,Director,Directing
7512,Mike Judge,Director,Directing
1776,Heidi Ewing,Director,Directing
1776,Rachel Grady,Director,Directing
1963,Kim Ki-duk,Director,Directing
58905,Cecil B. DeMille,Director,Directing
10846,Roberto Benigni,Director,Directing
32969,Noel Black,Director,Directing
1381,Darren Aronofsky,Director,Directing
15097,Alain Berbérian,Director,Directing
34068,Mathieu Kassovitz,Director,Directing
43837,Cecil B. DeMille,Director,Directing
15374,Bill Melendez,Director,Directing
15242,Bill Melendez,Director,Directing
125759,Thomas Michael Donnelly,Director,Directing
300,Michel Gondry,Director,Directing
31148,Jean Negulesco,Director,Directing
31148,Anatole Litvak,Director,Directing
16411,Andrew Lau,Director,Directing
16411,Alan Mak,Director,Directing
44046,Michael Steinberg,Director,Directing
52859,John Ford,Director,Directing
76117,Stanley Kramer,Director,Directing
9676,Brian De Palma,Director,Directing
6948,Lucky McKee,Director,Directing
15213,Christopher Reeve,Director,Directing
15213,Colin Brady,Director,Directing
15213,Dan St. Pierre,Director,Directing
9766,Phil Joanou,Director,Directing
32761,Michael Haneke,Director,Directing
12249,Benoît Delépine,Director,Directing
12249,Gustave de Kervern,Director,Directing
34127,H. Bruce Humberstone,Director,Directing
390,Wim Wenders,Director,Directing
66487,Robert Altman,Director,Directing
1595,Wim Wenders,Director,Directing
1622,Dominik Moll,Director,Directing
15742,György Pálfi,Director,Directing
43410,Mani Ratnam,Director,Directing
5726,Russ Meyer,Director,Directing
1666,Eric Steel,Director,Directing
5721,Russ Meyer,Director,Directing
41758,Fred Schepisi,Director,Directing
51079,E.A. Dupont,Director,Directing
43122,Alexander Korda,Director,Directing
1579,Mel Gibson,Director,Directing
119907,Nancy Savoca,Director,Directing
65488,Edward Dmytryk,Director,Directing
9664,Tony Bill,Director,Directing
12094,Jeff Tremaine,Director,Directing
1717,Steven Zaillian,Director,Directing
15624,Hans Canosa,Director,Directing
15997,Roy Allen Smith,Director,Directing
47190,Alexandre Volkoff,Director,Directing
47190,Yakov Protazanov,Director,Directing
2753,Fons Rademakers,Director,Directing
496,Larry Charles,Director,Directing
40862,Robert Greenwald,Director,Directing
1417,Guillermo del Toro,Director,Directing
24751,Dick Powell,Director,Directing
